Pid,Name,Family,Type,Status,Laddr.IP,Laddr.Port,Raddr.IP,Raddr.Port,Timestamp
22824,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T15:11:33Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,5355,,0,2026-01-20T16:02:31Z
4404,AnyDesk.exe,IPv4,UDP,,0.0.0.0,50001,,0,2026-01-20T16:02:27Z
9564,svchost.exe,IPv4,UDP,,192.168.79.1,50514,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv4,UDP,,192.168.56.1,50515,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv4,UDP,,192.168.79.137,50516,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv4,UDP,,127.0.0.1,50517,,0,2026-01-20T16:02:29Z
6324,svchost.exe,IPv4,UDP,,127.0.0.1,59588,,0,2026-01-14T14:04:21Z
1644,msedge.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:06:57Z
1644,msedge.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:06:57Z
2916,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:02:36Z
2916,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:02:36Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T15:11:33Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T15:11:33Z
2916,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:02:36Z
1644,msedge.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T16:06:57Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2026-01-20T15:11:33Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,50401,,0,2026-01-20T16:02:42Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,51151,,0,2026-01-20T16:03:06Z
4916,msedge.exe,IPv4,UDP,,0.0.0.0,52432,,0,2026-01-20T16:07:51Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,52683,,0,2026-01-20T16:05:58Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,53674,,0,2026-01-20T16:06:52Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,53702,,0,2026-01-20T16:03:04Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,54664,,0,2026-01-20T16:05:40Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,55488,,0,2026-01-20T16:02:42Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,55644,,0,2026-01-20T16:02:42Z
4916,msedge.exe,IPv4,UDP,,0.0.0.0,55992,,0,2026-01-20T16:07:00Z
4916,msedge.exe,IPv4,UDP,,0.0.0.0,57500,,0,2026-01-20T16:07:51Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,59497,,0,2026-01-20T16:07:19Z
4916,msedge.exe,IPv4,UDP,,0.0.0.0,60823,,0,2026-01-20T16:07:51Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,62509,,0,2026-01-20T16:02:42Z
22824,chrome.exe,IPv4,UDP,,0.0.0.0,63375,,0,2026-01-20T16:06:36Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,63578,,0,2026-01-20T16:05:40Z
2100,svchost.exe,IPv4,UDP,,0.0.0.0,63822,,0,2026-01-20T16:02:43Z
4916,msedge.exe,IPv4,UDP,,0.0.0.0,64874,,0,2026-01-20T16:06:52Z
9564,svchost.exe,IPv6,UDP,,::1,1900,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,fe80::4637:968c:2d83:623a,1900,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,fe80::641a:f5a:a2a6:8a72,1900,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,fe80::a877:35ff:cd07:c392,1900,,0,2026-01-20T16:02:29Z
20856,svchost.exe,IPv6,UDP,,2401:4900:16fd:f33f:adf1:bd92:77e1:d3bb,2177,,0,2026-01-20T16:02:29Z
20856,svchost.exe,IPv6,UDP,,2401:4900:16fd:f33f:b2d1:978f:3338:dc88,2177,,0,2026-01-20T16:02:29Z
20856,svchost.exe,IPv6,UDP,,fe80::4637:968c:2d83:623a,2177,,0,2026-01-20T14:54:20Z
20856,svchost.exe,IPv6,UDP,,fe80::641a:f5a:a2a6:8a72,2177,,0,2026-01-20T16:02:29Z
20856,svchost.exe,IPv6,UDP,,fe80::a877:35ff:cd07:c392,2177,,0,2026-01-20T14:54:20Z
1644,msedge.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:06:57Z
1644,msedge.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:06:57Z
2916,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:02:36Z
2916,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:02:36Z
22824,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T15:11:33Z
22824,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T15:11:33Z
2916,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:02:36Z
1644,msedge.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:06:57Z
22824,chrome.exe,IPv6,UDP,,::,5353,,0,2026-01-20T15:11:33Z
2100,svchost.exe,IPv6,UDP,,::,5353,,0,2026-01-20T16:02:31Z
2100,svchost.exe,IPv6,UDP,,::,5355,,0,2026-01-20T16:02:31Z
2100,svchost.exe,IPv6,UDP,,::,50401,,0,2026-01-20T16:02:42Z
9564,svchost.exe,IPv6,UDP,,fe80::a877:35ff:cd07:c392,50510,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,fe80::4637:968c:2d83:623a,50511,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,fe80::641a:f5a:a2a6:8a72,50512,,0,2026-01-20T16:02:29Z
9564,svchost.exe,IPv6,UDP,,::1,50513,,0,2026-01-20T16:02:29Z
2100,svchost.exe,IPv6,UDP,,::,51151,,0,2026-01-20T16:03:06Z
4916,msedge.exe,IPv6,UDP,,::,52432,,0,2026-01-20T16:07:51Z
22824,chrome.exe,IPv6,UDP,,::,52683,,0,2026-01-20T16:05:58Z
2100,svchost.exe,IPv6,UDP,,::,53674,,0,2026-01-20T16:06:52Z
22824,chrome.exe,IPv6,UDP,,::,53702,,0,2026-01-20T16:03:04Z
22824,chrome.exe,IPv6,UDP,,::,54664,,0,2026-01-20T16:05:40Z
2100,svchost.exe,IPv6,UDP,,::,55488,,0,2026-01-20T16:02:42Z
2100,svchost.exe,IPv6,UDP,,::,55644,,0,2026-01-20T16:02:42Z
4916,msedge.exe,IPv6,UDP,,::,55992,,0,2026-01-20T16:07:00Z
4916,msedge.exe,IPv6,UDP,,::,57500,,0,2026-01-20T16:07:51Z
22824,chrome.exe,IPv6,UDP,,::,59497,,0,2026-01-20T16:07:19Z
8396,svchost.exe,IPv6,UDP,,::1,59589,,0,2026-01-14T14:04:23Z
8396,svchost.exe,IPv6,UDP,,::1,59590,,0,2026-01-14T14:04:23Z
4916,msedge.exe,IPv6,UDP,,::,60823,,0,2026-01-20T16:07:51Z
2100,svchost.exe,IPv6,UDP,,::,62509,,0,2026-01-20T16:02:42Z
22824,chrome.exe,IPv6,UDP,,::,63375,,0,2026-01-20T16:06:36Z
2100,svchost.exe,IPv6,UDP,,::,63578,,0,2026-01-20T16:05:40Z
2100,svchost.exe,IPv6,UDP,,::,63822,,0,2026-01-20T16:02:43Z
4916,msedge.exe,IPv6,UDP,,::,64874,,0,2026-01-20T16:06:52Z
